suite,file,idx,validator_label,user_label,timestamp
gemma3-12b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-12b-it_20251221-082143.pt,20,1,agree,2026-05-24 16:21:21
gemma3-12b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-12b-it_20251221-082533.pt,10,1,agree,2026-05-24 16:21:21
gemma3-12b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-12b-it_20251221-083608.pt,8,1,agree,2026-05-24 16:21:21
gemma3-12b-livemathbench-test,livemathbench_google_gemma-3-12b-it_20251221-084118.pt,12,0,agree,2026-05-24 16:21:21
gemma3-12b-matscibench-test,matscibench_google_gemma-3-12b-it_20251224-074547.pt,12,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-055538.pt,23,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-055726.pt,30,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-055726.pt,11,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-062004.pt,28,1,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-062004.pt,23,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-064549.pt,22,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-064916.pt,29,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-065243.pt,31,0,agree,2026-05-24 16:21:21
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-065243.pt,7,0,agree,2026-05-24 16:21:21
gemma3-12b-matscibench-test,matscibench_google_gemma-3-12b-it_20251224-075900.pt,16,0,agree,2026-05-24 16:23:57
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-055538.pt,25,0,agree,2026-05-24 16:23:57
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-055538.pt,27,1,agree,2026-05-24 16:23:57
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-063025.pt,20,0,agree,2026-05-24 16:23:57
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-063714.pt,24,1,agree,2026-05-24 16:23:57
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-064916.pt,6,0,agree,2026-05-24 16:23:57
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-065101.pt,10,0,agree,2026-05-24 16:23:57
gemma3-12b-olympiadbench-test,olympiadbench_google_gemma-3-12b-it_20251224-065429.pt,14,1,agree,2026-05-24 16:23:57
gemma3-12b-scibench-test,scibench_google_gemma-3-12b-it_20251221-091337.pt,7,0,agree,2026-05-24 16:23:57
gemma3-12b-scibench-test,scibench_google_gemma-3-12b-it_20251221-093311.pt,27,1,agree,2026-05-24 16:23:57
gemma3-12b-scibench-test,scibench_google_gemma-3-12b-it_20251221-093611.pt,27,0,agree,2026-05-24 16:23:57
gemma3-12b-scibench-test,scibench_google_gemma-3-12b-it_20251221-093919.pt,12,0,agree,2026-05-24 16:23:57
gemma3-12b-scibench-test,scibench_google_gemma-3-12b-it_20251221-094234.pt,13,0,agree,2026-05-24 16:23:57
gemma3-12b-theoremqa-test,theoremqa_google_gemma-3-12b-it_20251224-052035.pt,7,1,agree,2026-05-24 16:23:57
gemma3-12b-theoremqa-test,theoremqa_google_gemma-3-12b-it_20251224-052804.pt,19,0,agree,2026-05-24 16:23:57
gemma3-12b-theoremqa-test,theoremqa_google_gemma-3-12b-it_20251224-052804.pt,11,0,agree,2026-05-24 16:23:57
gemma3-4b-gpqa-test,gpqa_google_gemma-3-4b-it_20251227-223018.pt,3,0,agree,2026-05-24 16:23:57
gemma3-4b-gpqa-test,gpqa_google_gemma-3-4b-it_20251227-223018.pt,16,0,agree,2026-05-24 16:23:57
gemma3-4b-gsm-test,gsm8k_google_gemma-3-4b-it_20251227-145721.pt,0,1,agree,2026-05-24 16:23:57
gemma3-4b-gsm-test,gsm8k_google_gemma-3-4b-it_20251227-145721.pt,28,1,agree,2026-05-24 16:23:57
gemma3-4b-gsm-test,gsm8k_google_gemma-3-4b-it_20251227-145825.pt,30,1,agree,2026-05-24 16:23:57
gemma3-4b-gsm-test,gsm8k_google_gemma-3-4b-it_20251227-150543.pt,31,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-210428.pt,17,0,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-210703.pt,6,0,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-211227.pt,16,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-212131.pt,16,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-212517.pt,13,0,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-212746.pt,26,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-213147.pt,30,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-214034.pt,26,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-214110.pt,25,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-214313.pt,2,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-214627.pt,10,0,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-214959.pt,1,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-215446.pt,13,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-215834.pt,12,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220930.pt,31,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-221513.pt,17,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-221918.pt,18,1,agree,2026-05-24 16:23:57
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-233846.pt,3,0,agree,2026-05-24 16:23:57
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-233846.pt,29,0,agree,2026-05-24 16:23:57
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234046.pt,8,0,agree,2026-05-24 16:23:57
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234206.pt,6,1,agree,2026-05-24 16:23:57
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234325.pt,2,0,agree,2026-05-24 16:23:57
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234402.pt,13,0,agree,2026-05-24 16:23:57
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234635.pt,22,0,agree,2026-05-24 16:23:57
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-231458.pt,1,0,agree,2026-05-24 16:23:57
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232403.pt,26,0,agree,2026-05-24 16:23:57
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232609.pt,22,0,agree,2026-05-24 16:23:57
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232652.pt,5,1,agree,2026-05-24 16:23:57
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220030.pt,15,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220147.pt,4,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220346.pt,27,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220535.pt,1,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220758.pt,17,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220758.pt,2,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220930.pt,5,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-220957.pt,16,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-221124.pt,21,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-221615.pt,5,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-221955.pt,8,1,agree,2026-05-24 16:25:24
gemma3-4b-gsmsymbolic-test,gsm8ksymbolic_google_gemma-3-4b-it_20251227-222023.pt,17,1,agree,2026-05-24 16:25:24
gemma3-4b-livemathbench-test,livemathbench_google_gemma-3-4b-it_20251227-222422.pt,21,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-233846.pt,26,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234126.pt,26,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234246.pt,7,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-234754.pt,22,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-235215.pt,31,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-235408.pt,20,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-235448.pt,5,0,agree,2026-05-24 16:25:24
gemma3-4b-matscibench-test,matscibench_google_gemma-3-4b-it_20251227-235448.pt,20,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-231131.pt,13,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-231623.pt,18,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232116.pt,19,1,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232157.pt,31,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232157.pt,30,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232526.pt,15,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-232652.pt,17,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-233230.pt,31,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-233429.pt,17,0,agree,2026-05-24 16:25:24
gemma3-4b-olympiadbench-test,olympiadbench_google_gemma-3-4b-it_20251227-233511.pt,15,1,agree,2026-05-24 16:25:24
gemma3-4b-scibench-test,scibench_google_gemma-3-4b-it_20251227-223517.pt,26,0,agree,2026-05-24 16:25:24
gemma3-4b-scibench-test,scibench_google_gemma-3-4b-it_20251227-224107.pt,15,1,agree,2026-05-24 16:25:24
gemma3-4b-scibench-test,scibench_google_gemma-3-4b-it_20251227-224309.pt,10,0,agree,2026-05-24 16:25:24
gemma3-4b-scibench-test,scibench_google_gemma-3-4b-it_20251227-224505.pt,0,1,agree,2026-05-24 16:25:24
gemma3-4b-scibench-test,scibench_google_gemma-3-4b-it_20251227-224624.pt,6,0,agree,2026-05-24 16:25:24
gemma3-4b-scibench-test,scibench_google_gemma-3-4b-it_20251227-224624.pt,17,1,agree,2026-05-24 16:25:24
gemma3-4b-svamp-test,svamp_google_gemma-3-4b-it_20251227-205751.pt,14,1,agree,2026-05-24 16:25:24
gemma3-4b-svamp-test,svamp_google_gemma-3-4b-it_20251227-210112.pt,11,1,agree,2026-05-24 16:25:24
gemma3-4b-theoremqa-test,theoremqa_google_gemma-3-4b-it_20251227-225651.pt,28,0,agree,2026-05-24 16:25:24
gemma3-4b-theoremqa-test,theoremqa_google_gemma-3-4b-it_20251227-230035.pt,26,1,agree,2026-05-24 16:25:24
llama3-8b-gpqa-test,gpqa_meta-llama_Llama-3.1-8B-Instruct_20251220-162824.pt,55,0,agree,2026-05-24 16:25:24
llama3-8b-gpqa-test,gpqa_meta-llama_Llama-3.1-8B-Instruct_20251220-162923.pt,59,0,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-025655.pt,33,1,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-025755.pt,4,1,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-025817.pt,57,1,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-025828.pt,54,1,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-030019.pt,44,1,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-030044.pt,52,1,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-030134.pt,56,1,agree,2026-05-24 16:25:24
llama3-8b-gsm-test,gsm8k_meta-llama_Llama-3.1-8B-Instruct_20251220-030326.pt,17,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-153347.pt,28,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-153438.pt,35,0,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154354.pt,51,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154354.pt,12,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154415.pt,32,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154556.pt,63,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154646.pt,30,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154737.pt,60,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154737.pt,51,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-154918.pt,31,0,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-155025.pt,18,0,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-155320.pt,53,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-155608.pt,56,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-155751.pt,5,0,disagree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-155939.pt,34,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-160121.pt,44,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-160121.pt,30,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-160629.pt,15,0,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-160629.pt,14,0,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161104.pt,46,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161246.pt,36,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161339.pt,14,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161407.pt,23,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161407.pt,5,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161449.pt,52,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161644.pt,62,0,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-161953.pt,62,1,agree,2026-05-24 16:33:46
llama3-8b-gsmsymbolic-test,gsm8ksymbolic_meta-llama_Llama-3.1-8B-Instruct_20251220-162015.pt,54,1,agree,2026-05-24 16:33:46
llama3-8b-mathhendrycks-test,mathhendrycks_meta-llama_Llama-3.1-8B-Instruct_20251220-122402.pt,17,0,agree,2026-05-24 16:33:46
llama3-8b-mathhendrycks-test,mathhendrycks_meta-llama_Llama-3.1-8B-Instruct_20251220-122603.pt,12,0,agree,2026-05-24 16:33:46
llama3-8b-matscibench-test,matscibench_meta-llama_Llama-3.1-8B-Instruct_20251224-044504.pt,1,0,agree,2026-05-24 16:33:46
llama3-8b-matscibench-test,matscibench_meta-llama_Llama-3.1-8B-Instruct_20251224-050054.pt,12,0,agree,2026-05-24 16:33:46
llama3-8b-matscibench-test,matscibench_meta-llama_Llama-3.1-8B-Instruct_20251224-050449.pt,8,0,agree,2026-05-24 16:33:46
llama3-8b-matscibench-test,matscibench_meta-llama_Llama-3.1-8B-Instruct_20251224-050547.pt,18,0,agree,2026-05-24 16:33:46
llama3-8b-matscibench-test,matscibench_meta-llama_Llama-3.1-8B-Instruct_20251224-050814.pt,7,0,agree,2026-05-24 16:33:46
llama3-8b-matscibench-test,matscibench_meta-llama_Llama-3.1-8B-Instruct_20251224-051144.pt,17,0,agree,2026-05-24 16:33:46
llama3-8b-matscibench-test,matscibench_meta-llama_Llama-3.1-8B-Instruct_20251224-051241.pt,17,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-040026.pt,23,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-040628.pt,31,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-040727.pt,14,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-040825.pt,28,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-041026.pt,9,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-041125.pt,8,1,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-041425.pt,8,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-041924.pt,7,0,agree,2026-05-24 16:33:46
llama3-8b-olympiadbench-test,olympiadbench_meta-llama_Llama-3.1-8B-Instruct_20251224-042631.pt,15,0,agree,2026-05-24 16:33:46
